date,hour,avg_energy,temperature,humidity,pressure,is_weekend,is_holiday
2019-01-11,8,0.9424999999999999,6.3,97.0,101.62,0,0
2019-01-11,9,0.765,6.5,96.0,101.65,0,0
2019-01-11,10,0.9974999999999999,8.1,90.0,101.73,0,0
2019-01-11,11,0.8199999999999998,8.0,96.0,101.69,0,0
2019-01-11,12,0.6375,9.7,86.0,101.59,0,0
2019-01-11,13,0.485,8.8,92.0,101.56,0,0
2019-01-11,14,0.5825,8.3,90.0,101.49,0,0
2019-01-11,15,0.5549999999999999,8.9,87.0,101.43,0,0
2019-01-11,16,0.62,9.2,86.0,101.41,0,0
2019-01-11,17,0.7925,8.3,89.0,101.41,0,0
2019-01-11,18,1.5225,8.9,82.0,101.34,0,0
2019-01-11,19,0.9024999999999999,5.1,96.0,101.34,0,0
2019-01-11,20,1.9074999999999998,5.9,98.0,101.34,0,0
2019-01-11,21,1.8725,4.9,96.0,101.35,0,0
2019-01-11,22,1.7674999999999998,4.8,97.0,101.37,0,0
2019-01-11,23,1.855,5.2,98.0,101.38,0,0
2019-01-12,0,1.2,4.4,97.0,101.41,1,0
2019-01-12,1,0.9125,3.6,96.0,101.44,1,0
2019-01-12,2,0.63,5.3,95.0,101.45,1,0
2019-01-12,3,0.5225,3.5,94.0,101.46,1,0
2019-01-12,4,0.5549999999999999,2.0,97.0,101.5,1,0
2019-01-12,5,0.635,0.9,98.0,101.49,1,0
2019-01-12,6,0.7225,2.8,99.0,101.43,1,0
2019-01-12,7,0.9325,0.3,97.0,101.47,1,0
2019-01-12,8,0.8799999999999999,3.1,98.0,101.44,1,0
2019-01-12,9,1.63,1.3,98.0,101.5,1,0
2019-01-12,10,1.27,3.0,95.0,101.55,1,0
2019-01-12,11,0.7725000000000001,6.2,83.0,101.62,1,0
2019-01-12,12,0.8075,7.7,77.0,101.64,1,0
2019-01-12,13,0.9775,7.8,78.0,101.63,1,0
2019-01-12,14,1.1275,8.7,77.0,101.6,1,0
2019-01-12,15,1.7975,10.1,70.0,101.58,1,0
2019-01-12,16,1.7025000000000001,7.5,80.0,101.6,1,0
2019-01-12,17,2.4575,7.5,83.0,101.64,1,0
2019-01-12,18,2.1325,6.4,91.0,101.71,1,0
2019-01-12,19,2.3949999999999996,6.3,88.0,101.77,1,0
2019-01-12,20,2.3825000000000003,7.5,85.0,101.82,1,0
2019-01-12,21,2.3625,7.0,86.0,101.84,1,0
2019-01-12,22,2.1625,6.0,85.0,101.89,1,0
2019-01-12,23,1.4525000000000001,3.9,89.0,101.95,1,0
2019-01-13,0,1.2799999999999998,3.7,91.0,101.99000000000001,1,0
2019-01-13,1,0.8675,3.5,93.0,102.03,1,0
2019-01-13,2,0.645,3.5,95.0,102.08,1,0
2019-01-13,3,0.48250000000000004,3.9,98.0,102.13,1,0
2019-01-13,4,0.5675,3.3,96.0,102.16,1,0
2019-01-13,5,0.5249999999999999,2.9,97.0,102.15,1,0
2019-01-13,6,0.5525,3.2,98.0,102.15,1,0
2019-01-13,7,0.6225,1.0,98.0,102.15,1,0
2019-01-13,8,0.8374999999999999,2.0,99.0,102.16,1,0
2019-01-13,9,1.2225,1.8,97.0,102.2,1,0
2019-01-13,10,0.88,4.1,95.0,102.26,1,0
2019-01-13,11,0.7975,7.3,89.0,102.28,1,0
2019-01-13,12,0.8775000000000001,7.6,90.0,102.24,1,0
2019-01-13,13,1.035,8.5,87.0,102.18,1,0
2019-01-13,14,0.9525,8.3,91.0,102.13,1,0
2019-01-13,15,1.03,7.3,93.0,102.12,1,0
2019-01-13,16,1.65,6.6,96.0,102.09,1,0
2019-01-13,17,2.0925000000000002,5.8,98.0,102.09,1,0
2019-01-13,18,1.6,3.2,99.0,102.07,1,0
2019-01-13,19,1.8825,3.8,99.0,102.07,1,0
2019-01-13,20,1.9925000000000002,4.6,100.0,102.05,1,0
2019-01-13,21,1.7200000000000002,4.8,99.0,102.05,1,0
2019-01-13,22,2.0549999999999997,2.5,100.0,102.07,1,0
2019-01-13,23,2.2475,2.2,100.0,102.13,1,0
2019-01-14,0,1.2075,2.1,100.0,102.125,0,0
2019-01-14,1,0.7425,2.0,100.0,102.12,0,0
2019-01-14,2,0.68,2.3,100.0,102.08,0,0
2019-01-14,3,0.6275,0.6,100.0,102.06,0,0
2019-01-14,4,0.7275,-0.2,100.0,102.07,0,0
2019-01-14,5,0.685,-0.3,100.0,102.04,0,0
2019-01-14,6,0.8174999999999999,-1.3,100.0,102.0,0,0
2019-01-14,7,0.845,0.7,100.0,101.95,0,0
2019-01-14,8,0.845,0.6,100.0,101.92,0,0
2019-01-14,9,0.7975,0.8,100.0,101.89,0,0
2019-01-14,10,1.4575,1.3,100.0,101.91,0,0
2019-01-14,11,1.58,2.9,100.0,101.9,0,0
2019-01-14,12,1.63,3.5,100.0,101.85,0,0
2019-01-14,13,1.3425,4.2,100.0,101.77,0,0
2019-01-14,14,1.0925,4.1,100.0,101.68,0,0
2019-01-14,15,1.3150000000000002,4.4,100.0,101.64,0,0
2019-01-14,16,2.0325,3.9,100.0,101.61,0,0
2019-01-14,17,0.695,3.8,100.0,101.55,0,0
2019-01-14,18,0.905,3.2,100.0,101.51,0,0
2019-01-14,19,1.065,3.3,100.0,101.48,0,0
2019-01-14,20,1.9575,2.6,100.0,101.45,0,0
2019-01-14,21,2.8325,1.4,100.0,101.44,0,0
2019-01-14,22,2.0825,1.4,100.0,101.42,0,0
2019-01-14,23,1.7999999999999998,0.9,100.0,101.43,0,0
2019-01-15,0,1.695,0.30000000000000004,100.0,101.415,0,0
2019-01-15,1,0.98,-0.3,100.0,101.4,0,0
2019-01-15,2,0.8525,0.4,100.0,101.34,0,0
2019-01-15,3,0.8975,1.1,100.0,101.35,0,0
2019-01-15,4,1.04,-0.5,100.0,101.29,0,0
2019-01-15,5,0.9025000000000001,0.3,100.0,101.3,0,0
2019-01-15,6,1.105,-0.9,100.0,101.27,0,0
2019-01-15,7,1.3025,-1.0,100.0,101.22,0,0
2019-01-15,8,1.175,0.2,100.0,101.24,0,0
2019-01-15,9,1.4949999999999999,0.7,100.0,101.23,0,0
2019-01-15,10,2.2325,1.4,100.0,101.28,0,0
2019-01-15,11,1.0225,2.0,100.0,101.3,0,0
2019-01-15,12,0.9524999999999999,3.0,100.0,101.26,0,0
2019-01-15,13,0.7450000000000001,4.3,100.0,101.18,0,0
2019-01-15,14,0.7999999999999999,5.0,97.0,101.11,0,0
2019-01-15,15,1.0375,4.0,96.0,101.01,0,0
2019-01-15,16,1.635,4.1,95.0,101.01,0,0
2019-01-15,17,1.535,3.4,97.0,101.01,0,0
2019-01-15,18,2.3225,2.6,99.0,100.98,0,0
2019-01-15,19,2.0149999999999997,2.2,98.0,100.93,0,0
2019-01-15,20,1.74,1.9,99.0,100.91,0,0
2019-01-15,21,2.3725,2.4,99.0,100.91,0,0
2019-01-15,22,1.9649999999999999,1.7,99.0,100.9,0,0
2019-01-15,23,1.815,1.1,99.0,100.88,0,0
2019-01-16,0,1.11,1.4500000000000002,99.0,100.89,0,0
2019-01-16,1,0.7725,1.8,99.0,100.9,0,0
2019-01-16,2,0.6325000000000001,2.2,100.0,100.89,0,0
2019-01-16,3,0.6925,1.3,99.0,100.89,0,0
2019-01-16,4,0.7825,1.9,99.0,100.91,0,0
2019-01-16,5,0.6950000000000001,0.1,99.0,100.85,0,0
2019-01-16,6,0.8574999999999999,-0.2,99.0,100.85,0,0
2019-01-16,7,0.9175,-1.0,100.0,100.84,0,0
2019-01-16,8,0.685,-0.3,100.0,100.84,0,0
2019-01-16,9,1.2974999999999999,-0.4,99.0,100.86,0,0
2019-01-16,10,1.085,1.6,98.0,100.92,0,0
2019-01-16,11,1.08,2.4,95.0,100.96,0,0
2019-01-16,12,1.3599999999999999,4.0,90.0,100.94,0,0
2019-01-16,13,1.2999999999999998,5.7,87.0,100.9,0,0
2019-01-16,14,1.4175,6.7,82.0,100.8,0,0
2019-01-16,15,1.27,6.0,80.0,100.73,0,0
2019-01-16,16,1.3975,6.7,79.0,100.69,0,0
2019-01-16,17,1.625,4.3,93.0,100.62,0,0
2019-01-16,18,1.8975,3.0,96.0,100.53,0,0
2019-01-16,19,1.8074999999999999,2.2,96.0,100.44,0,0
2019-01-16,20,2.0925000000000002,4.0,95.0,100.39,0,0
2019-01-16,21,2.1500000000000004,0.9,94.0,100.29,0,0
2019-01-16,22,2.8150000000000004,1.8,94.0,100.23,0,0
2019-01-16,23,1.48,2.0,93.0,100.13,0,0
2019-01-17,0,1.225,1.5,94.0,100.095,0,0
2019-01-17,1,0.59,1.0,95.0,100.06,0,0
2019-01-17,2,0.535,1.3,95.0,99.98,0,0
2019-01-17,3,0.5575,2.6,94.0,99.91,0,0
2019-01-17,4,0.5475,2.2,97.0,99.88,0,0
2019-01-17,5,0.745,3.2,91.0,99.94,0,0
2019-01-17,6,0.97,3.3,95.0,99.97,0,0
2019-01-17,7,0.7925,4.6,93.0,99.9,0,0
2019-01-17,8,0.8175000000000001,6.1,83.0,99.85,0,0
2019-01-17,9,0.7875,6.3,87.0,99.8,0,0
2019-01-17,10,1.7325,6.1,89.0,99.77,0,0
2019-01-17,11,2.23,6.2,92.0,99.85,0,0
2019-01-17,12,1.5325,7.1,89.0,99.85,0,0
2019-01-17,13,1.5374999999999999,8.6,81.0,99.81,0,0
2019-01-17,14,1.135,9.0,78.0,99.78,0,0
2019-01-17,15,1.1475,9.6,76.0,99.78,0,0
2019-01-17,16,1.1875,9.8,76.0,99.84,0,0
2019-01-17,17,1.94,9.6,76.0,99.92,0,0
2019-01-17,18,1.7025,9.4,75.0,99.98,0,0
2019-01-17,19,1.5275,9.5,74.0,100.05,0,0
2019-01-17,20,2.0925000000000002,9.4,75.0,100.18,0,0
2019-01-17,21,2.245,8.9,89.0,100.28,0,0
2019-01-17,22,1.58,8.4,94.0,100.4,0,0
2019-01-17,23,1.5,8.6,94.0,100.5,0,0
2019-01-18,0,1.0175,8.7,92.5,100.63,0,0
2019-01-18,1,0.61,8.8,91.0,100.76,0,0
2019-01-18,2,0.3675,9.1,87.0,100.89,0,0
2019-01-18,3,0.5,9.0,85.0,101.03,0,0
2019-01-18,4,0.48,8.9,84.0,101.16,0,0
2019-01-18,5,0.475,8.8,83.0,101.25,0,0
2019-01-18,6,0.615,9.1,80.0,101.4,0,0
2019-01-18,7,0.8474999999999999,8.5,86.0,101.51,0,0
2019-01-18,8,0.6175,8.0,87.0,101.56,0,0
2019-01-18,9,0.52,8.0,92.0,101.65,0,0
2019-01-18,10,2.3725,7.3,92.0,101.74,0,0
2019-01-18,11,1.9275,7.7,92.0,101.79,0,0
2019-01-18,12,2.8,8.5,86.0,101.84,0,0
2019-01-18,13,1.2525,9.0,81.0,101.78,0,0
2019-01-18,14,1.6075,9.4,78.0,101.71,0,0
2019-01-18,15,1.2375,9.3,78.0,101.63,0,0
2019-01-18,16,1.1,9.3,77.0,101.52,0,0
2019-01-18,17,1.3225,9.2,77.0,101.43,0,0
2019-01-18,18,1.7725,9.4,72.0,101.27,0,0
2019-01-18,19,1.2875,8.8,74.0,101.14,0,0
2019-01-18,20,1.2925,7.6,89.0,101.12,0,0
2019-01-18,21,1.1275,7.3,92.0,100.94,0,0
2019-01-18,22,1.585,6.9,92.0,100.79,0,0
2019-01-18,23,1.2075,6.9,91.0,100.7,0,0
2019-01-19,0,1.0499999999999998,6.85,92.5,100.705,1,0
2019-01-19,1,0.5075000000000001,6.8,94.0,100.71,1,0
2019-01-19,2,0.4875,6.8,95.0,100.79,1,0
2019-01-19,3,0.46749999999999997,6.8,95.0,100.85,1,0
2019-01-19,4,0.4225,6.8,95.0,100.97,1,0
2019-01-19,5,0.3825,8.0,84.0,101.11,1,0
2019-01-19,6,0.37,7.7,83.0,101.17,1,0
2019-01-19,7,0.7925,7.0,86.0,101.28,1,0
2019-01-19,8,0.6699999999999999,8.0,81.0,101.33,1,0
2019-01-19,9,0.6625,7.7,82.0,101.46,1,0
2019-01-19,10,0.355,7.7,83.0,101.56,1,0
2019-01-19,11,1.18,8.5,72.0,101.64,1,0
2019-01-19,12,1.0,7.9,79.0,101.76,1,0
2019-01-19,13,1.1225,8.5,75.0,101.76,1,0
2019-01-19,14,1.3675,8.5,73.0,101.76,1,0
2019-01-19,15,1.37,9.0,71.0,101.8,1,0
2019-01-19,16,1.3325,8.2,76.0,101.92,1,0
2019-01-19,17,1.2650000000000001,7.3,81.0,101.96,1,0
2019-01-19,18,1.4224999999999999,6.7,83.0,101.93,1,0
2019-01-19,19,2.0725000000000002,6.8,78.0,102.0,1,0
